Q9GZY0	P11182
Q14507	P30481
Q8N488	A2RRL7
Q66K74	Q13394
A6NEH8	O14503
Q14194	Q9NW68
Q14D04	Q8WY41
Q9BYZ6	Q9BVC5
Q9NV35	Q9H9Y6
Q5TCX8	Q8WXF1
Q9Y3Q3	Q12899
P19875	Q9Y5Y3
Q86XK3	Q6ZSB9
Q6P2D0	Q8NHB1
P01242	Q86YH6
Q6P1Q0	Q6L9W6
A6NLU5	Q9UHJ9
Q5JS54	Q9NSA0
Q96N19	Q6AHZ1
Q9GZU5	Q9HB75
Q96KN3	O00592
P52815	O00635
O75971	Q13515
Q6UXV1	P22310
Q96RD6	P51654
O95968	A8MT19
Q15915	P00742
Q92522	Q16549
Q8IZF7	Q86UE6
P0C7N5	Q96DA6
O43427	A6NHN6
Q99501	Q13948
Q9P2J3	Q86TM6
Q9H7B2	P16144
Q9BV97	O75832
O15037	Q9H106
P0C7U2	Q06416
Q96I34	Q6W0C5
Q9UBC1	Q8NGL4
Q495T6	Q8NHC4
Q9NPD8	Q96KN1
P0DJR0	Q9Y5W5
Q7Z465	Q8NFD4
Q3YEC7	P0CG24
Q96RT6	P24158
Q9BYD9	Q9NYY8
Q8N3C0	Q08357
Q06330	Q96JG6
Q5MNZ9	Q8IU80
Q12849	Q15124
Q92738	O00192
Q86YJ5	P04843
Q14183	Q9NXR8
P32455	Q8NEB5
Q9NZW4	Q9NY65
Q9H093	Q9NQW1
Q9NRF8	Q8NGE8
Q01459	P39687
O14578	Q9Y366
Q9H0R6	Q9UGQ2
Q5BJF2	O60739
Q8N1X5	Q8IWB9
P12814	Q9H7F4
O00754	A6NJZ7
Q8N682	Q6P2C0
P04211	Q8NH60
Q9BYW3	Q156A1
A6NDN3	Q7Z6Z7
Q9UBB6	Q3B7I2
Q9UKT5	Q9P1Z2
Q17R60	Q9NW38
P01298	P49755
Q8IWB4	Q15735
Q53FZ2	Q5T0D9
Q13352	Q00056
P52735	Q9Y5Y3
P51798	Q8N2M4
P11172	Q9H8G2
Q5FVE4	A8MZF0
O75335	P41226
Q7Z6W1	Q8NFT8
Q96A72	O75122
Q13045	Q9HB14
P83105	Q969Q1
Q86UK0	P50440
Q9P296	Q9H8T0
P0C7W9	Q8IUA7
Q8IW19	Q969H0
Q96FJ0	Q7Z5L4
Q9C0D7	Q96HM7
Q9NYB9	P49840
Q9NR48	P54577
A7XYQ1	Q8N9N8
A5PLN9	Q8WU49
Q8TBZ8	Q8IWB6
P78329	Q8TBZ2
Q00888	Q99661
O43291	Q9Y4Y9
E7ETH6	Q5T681
O60337	P50993
A6NDL7	Q92466
P01892	Q14671
Q15800	A8MTZ7
A4GXA9	Q6ZVD8
Q9NQ33	Q9BUY7
P30613	P17661
P0CB46	Q01130
Q9UPR0	Q2L4Q9
O43903	Q5U4N7
Q8WYP3	Q8N2R8
Q1ZZU3	P15382
Q9H410	Q495B1
O00192	Q14129
Q9H6X2	Q92503
Q7L4E1	P22680
Q96IZ6	Q8WU90
A6NNJ1	P0CJ88
P58499	Q6H8Q1
Q6P435	Q8NF50
P23743	Q8TAI1
P00403	P15863
Q8N628	O15144
Q9P0S3	Q8TAA3
Q96BJ8	Q9H2B4
P17535	Q92529
P20849	Q8N7M2
Q3LI62	Q8NFN8
Q9H0K6	Q96MG2
Q9UBI6	A6NP11
Q9Y5U9	Q5TF39
Q58FG1	O95628
O75920	Q9Y2H0
Q9UGC6	Q8TB69
O75626	P36544
P49441	O95210
P78508	P23490
Q96DY2	Q96M02
O95199	P07205
P50458	Q8N0V5
Q5JSS6	Q9BYQ8
Q9Y330	P35613
Q6P1K2	A6NIZ1
Q96FJ2	Q9UJ70
P47989	P18462
Q86V59	P05362
Q14244	Q7Z7B7
Q9GZQ6	P15421
Q7Z478	Q8N9B8
Q9HC23	O76000
P04626	Q96MI6
Q16762	Q15617
P36537	Q8IYB4
Q86YP4	P0CG04
Q5VUJ6	Q4G112
P48378	O75533
Q9Y679	Q8IW92
P22891	Q8TE49
A8MXD5	Q9Y238
Q8TBE7	Q9NPF0
O43561	Q15907
Q9UQF0	P01622
Q99500	C9J6K1
A0PK00	O75764
P35754	Q16836
Q92496	P31995
P49917	P04626
P32243	Q68EN5
Q99440	Q9BYB4
P55008	Q8N684
O15381	Q6PKX4
P30485	A6NEM1
Q9NPI0	Q6ZU67
Q9H6X2	Q9UKN1
Q6ZRP0	Q96PS1
P62304	Q12934
Q8N4T4	Q9Y5F7
Q9H478	Q008S8
Q5T1S8	Q9HBU6
Q9NZL3	Q9NR80
Q8N4L1	Q8NA47
P07437	Q9NPI7
Q9BQE4	Q7Z3V4
Q8NH41	P98164
Q6ZP29	Q9NVF7
Q969H8	H3BR10
P15884	P21781
P0C864	Q5TAP6
Q7L0X0	H3BRN8
A6NDN3	Q96R06
P36222	Q9ULU4
Q8N9A8	Q7Z4M0
Q8TCT0	Q8N2N9
Q6P435	Q6NXE6
P19474	Q9Y5H9
Q9BY78	Q2M3X9
O75159	P13995
Q9UK73	P14635
Q8NGH8	O14862
Q9Y6I9	P51956
A8MX80	O15409
P63272	Q9BXQ6
O75344	Q9NVD7
P54852	Q63ZE4
O60676	Q8NAJ2
P29317	P49915
O43760	P61952
Q9NPH9	Q96IM9
O75896	Q969Y2
Q8IZH2	Q6ZN06
P48551	P28476
P52739	Q6T423
Q9NR28	P11117
O95954	Q2VPB7
Q92914	Q9H8H2
O95259	Q8IZD0
A0A087X1C5	Q5I0X4
Q9Y2P4	Q06124
P35232	Q8IXX5
O95072	P55327
Q16740	E2RYF6
Q9Y337	A6NMB1
P01266	P01583
Q9BZE9	P53672
Q6ZN84	Q9NQX0
P0C5K6	O60481
P48742	Q6P6C2
Q9UPP5	Q9BVC6
Q5T953	Q8NEA5
P19086	Q75VX8
Q8NFL0	A6NNL5
P35916	O95831
Q7Z3T1	Q8N2H4
Q9BQA9	Q15059
Q9H425	Q9H1A3
Q9HCM4	B2RXH2
Q9NZ71	Q99956
Q6ZP82	P61579
P04211	Q7Z4G1
P0DMP1	Q8IWX8
Q9UG56	Q9Y619
P0DMP2	A6NGR9
Q3KQZ1	Q8WUD4
Q9NQW8	Q9NQC3
Q9H469	P03986
Q8TAU0	P51523
Q8IYJ1	O15205
Q8WZ64	A8MWL7
Q29RF7	Q33E94
Q8NEE6	P04180
O95084	P20061
Q14392	Q8TDU6
Q6ZP65	Q96GL9
Q96HP4	Q96GL9
Q5TA81	Q8NG98
P25686	P52815
Q9UHG2	Q9NXJ5
B2RV13	Q13151
Q6T311	O43739
Q9BQ89	Q8NDL9
Q14789	Q9NV39
Q9UMS5	Q9NZI6
Q9BWV3	Q05586
P40313	O14983
Q00888	Q0VF49
Q16322	Q9BQP7
Q495A1	Q15910
Q9UHC3	Q5SSG8
Q86Y25	P05114
Q96EC8	P10636
Q8N653	P0CG35
P0C0S8	Q5BKY9
P33908	Q2KHM9
Q6ZPD9	P33763
H3BQW9	O15165
Q9NPH5	Q9HDC5
P19634	Q16663
Q3KPI0	O95793
Q96I51	Q16621
Q96FJ2	Q5VTT2
O95754	Q7Z2D5
Q8IYB3	Q8NCN2
Q9P2D1	P0CW18
P58872	Q99500
Q6P2D8	Q9UHQ7
Q96E11	Q96A09
Q969E8	Q3LHN0
A1A4F0	Q9Y243
Q7RTP0	Q02509
Q4L235	P41145
P62263	Q9Y258
Q9BZG9	Q9NZR1
O43653	Q5T5X7
Q99543	Q9BZE7
Q01955	Q9P0U1
P54802	Q96DX4
O75679	Q9BQB4
Q9HC62	Q6IPU0
P20062	Q8TDX6
P16422	Q99811
P0C7V9	Q96FK6
Q13064	P17947
Q6PH81	P11169
Q96A99	Q96MH2
Q7Z403	Q15435
Q6ZUS5	Q8N386
Q7Z4J2	Q15645
Q5RGN0	Q9NYP8
P59089	Q9BRP1
Q8IWZ5	P34096
Q8IYL3	O95050
A6NHJ4	Q86V87
Q9H1A3	Q15075
Q8NA29	Q96LA5
Q8N2K1	Q9H6T0
Q9UJ14	P0CI26
P0CJ90	Q86XE5
P01766	Q92784
Q9UBT2	Q9C002
P12532	Q4G112
P05813	P20848
Q6QAJ8	Q9UN81
Q96H79	Q9UF33
Q9BT73	O15370
Q5SQH8	Q6P9A1
Q8IX21	Q9H7T0
Q5T749	Q14213
Q6UB98	O60551
Q9UII4	Q8NEP3
P30050	A6NNT2
A6NDG6	Q8IZA3
Q9P0T4	Q5DID0
Q07864	Q9UIW0
Q9HAW7	P36871
Q03701	Q9UBV2
Q07011	Q15819
P36406	Q96PL5
P61006	Q8N6V9
Q9NYW5	P55073
Q96QE4	P54296
P18545	Q9HBE5
Q9BZ95	Q2VYF4
Q5VUD6	Q7L8W6
Q13405	A6NI79
Q99426	Q9HB07
Q9UI25	Q99571
O60663	C9JUS6
Q58A44	P98187
Q6UWK7	Q9H3P2
Q00169	Q9GZY8
O15544	Q9Y342
Q9HBJ7	Q9H4B0
Q8IYI0	O60243
Q9Y5Q6	Q13131
Q9Y2F9	Q8WYR4
P51580	P60866
Q9HA58	P69849
O75807	Q8NHA6
A8MYX2	A7E2U8
Q9NX53	A6NEC2
P34969	Q1ZYL8
P05204	Q86VI1
Q96NY9	Q969Z4
A6NLC8	B5MCY1
Q9UBR5	P0CW20
P58304	Q9BT30
O14503	Q96S95
Q8WV37	Q8TC57
Q71SY5	Q99490
P19544	Q9BZ11
P32248	Q4V326
Q9Y2A7	Q9H4Z3
Q15847	P47901
B1AJZ9	P59942
Q92968	Q8WXE1
Q6QHC5	Q53GQ0
Q14D04	Q9UKA8
P18850	Q86UP0
O75460	Q8N7L0
Q8ND07	Q659C4
Q9H4L7	O15273
O00463	Q0P140
P49223	Q14651
O60478	O15294
A6NI28	Q96MB7
Q2VPJ9	O75072
Q8IZP1	Q9H3H9
P20132	P50502
Q9H6J7	O43353
Q8N556	A6NCD4
Q96F44	Q9UBR2
O95397	Q96PQ7
Q99624	Q5SY13
Q14CX7	Q5GH76
Q8NEZ3	Q6UXT8
Q9UQ52	Q9BQA1
Q8IVD9	Q9NS37
Q29940	Q9BZV2
Q96M19	Q8NA58
Q9BYR9	Q96G42
Q9Y6N3	P63136
O94875	P61366
Q9UBT2	Q9UL33
Q8WVF5	Q86TL2
P52743	Q9BX84
Q8WTR4	Q9H7U1
P53803	Q13107
Q96RN1	Q9P1T7
P61086	A5X5Y0
P28347	P82914
Q9H1A4	Q8WVV5
Q7RTN6	Q9UBW8
Q12857	Q9ULD8
Q8NA56	O94972
P00846	Q9NP78
P13196	Q9H8L6
Q9UNY5	Q13972
Q0IIN9	P10915
B3EWG5	Q8NG11
P01610	Q9HCM1
Q9HD23	Q9Y471
Q4LDR2	Q9NYS7
Q8NCG7	Q9BYQ6
Q9NZD4	Q9Y5X0
Q9UIS9	Q8IYX8
Q9GZZ7	Q96FM1
O60237	Q96CJ1
P43360	Q5VU36
E9PIF3	O15209
Q99956	Q96HS1
Q9HAS3	Q9NVM9
Q6PHW0	Q13530
Q92847	Q86YW5
Q6P1K1	Q902F9
O75691	P55008
Q6ZQW0	Q9BTK2
P06737	Q8N1G1
Q8NAT1	Q9BVM2
O95359	Q8WUM9
Q5H9J7	Q12979
Q86SR1	Q6NSI1
H3BU77	Q9UBV4
Q96SN8	Q6P435
P47890	Q9H3N1
Q01995	Q9Y6A9
P56524	Q8N5U1
Q6NVV3	Q13939
P78424	Q7Z3H0
Q8NES8	Q8N6L1
Q15654	Q9H3M7
Q05066	Q9NWB6
O75309	A6NGH7
Q8WUR7	Q8NEB9
P30305	P99999
Q969P5	B1AL46
A6NM10	O15315
Q9BTC8	Q9NZI6
P67775	Q6PP77
Q8NH48	P83876
Q6SPF0	O95445
Q9NTJ3	Q9BXH1
P06732	O95201
P04118	P0C7V9
P19012	P82094
P13671	P04431
Q9NQ92	O75452
Q8N201	Q8TE82
Q8NAX2	P49841
P82912	P30505
Q9HBU9	Q8NGB6
Q9BV23	Q5U5R9
Q96KC9	Q3LI59
Q05516	P17022
Q6ZN08	P58304
Q969D9	Q6PEY0
P01613	Q4VXU2
Q96LM6	P68871
P00352	O15212
O95177	O14613
O00483	Q9BYG8
P60608	P01116
Q8TDB8	P46776
Q9NWT6	Q5TG53
Q96JG9	Q9H195
O75369	Q14863
Q9P1Z0	Q5TYX0
Q8TBP0	Q5QGS0
Q9H2C2	Q8WXW3
Q58A44	Q15654
Q96PF1	O75553
P53805	Q9HBA9
Q15398	O14983
Q9Y284	Q15392
Q502W7	Q9NRR2
A6NNC1	O60422
O60749	Q5T197
Q5HYN5	P84085
Q9HCJ6	P62424
Q6ZNG0	P06133
Q9Y6M1	Q8IXQ4
Q96LB9	A6NH00
Q96SN8	O60732
Q499Z4	Q6S8J3
Q03001	Q8TBZ5
O00321	P20810
P17028	P50591
P0C626	Q5JU67
Q96KV7	Q16878
Q9Y2B0	Q9H342
Q16617	Q7L523
Q96A57	Q8N7C3
Q6VVB1	Q53RT3
O14562	Q06278
Q16401	Q92618
A2RUB6	O15537
P47813	Q15691
P14778	Q04206
Q8NG48	P0CJ86
Q5TZA2	Q9NV44
O00533	Q86VZ4
Q8IUK5	P78423
A6NE82	H7BZ55
Q9NSA0	O00337
Q969W0	P01892
Q4KMG9	Q16181
Q8IUN9	Q02297
Q8TAG6	Q96KP6
Q13495	P01106
P01776	Q9BX70
Q86V86	P21860
Q9Y271	Q9Y5A7
P56211	Q49AS3
P24844	Q32P28
Q2TAZ0	Q99633
Q96EP5	P01833
P16455	Q8IXS2
Q14156	Q9Y223
O95177	Q8TEA1
Q8WXI9	Q5TAA0
A1E959	Q8TDR4
Q9NWZ8	O95168
Q6ZVL6	Q5SRE5
A6NHN6	P12273
Q13561	O00478
P01765	O96028
Q8NH95	Q00613
Q96NT3	Q17R60
P0CJ74	Q9H3Y6
P09172	Q9NRR1
O15162	Q969R8
Q969V3	O75344
B9A6J9	P47870
Q9UDV7	Q96KS0
O43309	P63104
Q569K6	Q9NS62
Q9P2D8	P53370
Q96CQ1	Q8TAP8
O75695	Q9P0U4
Q9H3E2	P21462
O43488	P17509
Q5TAX3	Q96D31
O75888	P30518
O94850	O43147
Q15291	Q9BYH1
A8MQ14	Q9UIG4
P61571	P53672
Q2WGJ9	P46977
Q86VQ0	Q9Y5J3
O75382	Q7Z5A9
Q6PL45	Q14435
Q70CQ4	Q13084
O15504	Q9Y4G6
Q8NG41	Q9P2D6
Q92925	Q9UPP1
Q6L8H2	Q8WVK7
P30408	Q8TF74
Q8NHM5	Q14515
Q9H898	P51608
P0DMT0	Q8N9K7
Q01538	Q7L5Y1
Q5VTY9	Q9H2B4
Q6IBS0	Q92625
Q53HC0	Q6ZMY3
Q7Z3H0	Q9UK97
O43451	Q96CX6
Q9BRJ9	Q04446
P15976	O15247
Q96RC9	P16152
O15067	P59923
Q9H1J7	Q92905
O43688	Q96A37
Q15393	O15381
P01604	Q7Z444
P14060	Q9Y6J8
A6NNV3	Q01101
O94875	P48444
Q96EK4	Q86WG3
I3L0S3	Q8TA94
Q9NXH3	Q9H8W3
Q7Z713	P16066
P49190	Q96RU7
Q9GZN0	Q9HCB6
Q9P015	Q8WXS4
O14967	Q9UMZ2
Q8N1F1	O75094
Q8TE58	A8MXZ1
A6NJ46	P48551
O95263	O60476
Q9UIV8	Q9P2J5
Q8NAA4	Q5TYW8
Q9Y6C7	Q9UJT9
P0C853	Q8TD20
Q86UR5	Q96A00
Q9HAU4	Q9NYJ1
P24310	Q7Z6G8
P50479	O75820
Q6NUT3	P14923
Q6ZWJ1	A2A3K4
Q9Y283	Q96P31
P19474	Q9NRC9
Q9Y236	Q17RY6
P46063	Q96S06
Q9UI56	Q9ULX9
Q8TDF6	Q8IWE5
Q8WW59	Q04743
Q96JW4	Q9H3R1
Q86YT6	Q9P2K3
Q99469	P62826
Q9Y312	Q969K7
Q6PRD1	Q5VSR9
Q92614	Q6P047
Q9UHC7	Q9UFP1
Q9BX97	Q8NAF0
Q9H374	P13056
P49792	Q8NCR6
P59542	Q3LI64
Q99797	Q92915
P59797	Q9BY60
P10266	C9JH25
O95858	Q8N9K5
Q15021	Q14691
Q8WWM7	Q8IZP7
P21728	Q10586
Q9UJ83	Q16763
Q8NGX3	Q8N5N7
Q9UIG0	Q9BUK6
P46783	P52952
Q9BXV9	Q9P1P5
Q5QNW6	P59543
Q8NCQ3	Q14114
P35658	Q9Y483
Q9Y2Y8	Q7L775
Q9ULK0	O75056
Q96AB6	Q9NX63
Q8TAV0	Q9BRR6
O15522	Q96Q15
Q9UQ35	O60336
Q5VTA0	P69849
Q9H2D1	Q9NQ66
Q9Y6R6	Q8IYI0
P59025	P05108
Q5VY43	Q13477
O75335	O43699
Q9Y6F8	P17028
Q03167	Q9UF11
Q8TDD5	Q69YW2
O14986	Q86WV5
Q5VXU9	P09917
Q8TD16	O43290
Q86XS5	Q9Y222
Q5VU36	A6NDN3
Q9BZW5	Q9H6T0
Q16048	O95521
Q8N0S6	Q5T1R4
P19388	Q9HBU9
Q9BY60	P60410
Q9BSN7	Q6UWM7
Q9NZW4	O75840
Q9H1E3	Q8N2A8
Q2KHN1	Q9P273
Q96H72	Q14186
Q5HYK7	O00754
P40205	Q86U37
P46087	Q29983
Q8NC51	Q6P9B9
P17482	Q9NPJ4
P03886	O15067
Q9H4A4	Q13351
Q6N063	P39687
Q8NEQ5	P35070
Q9HAJ7	Q5T5F5
Q5T013	P01816
P35348	O75964
O15440	Q8N813
Q6UXX9	O75419
Q8WYQ5	Q9Y597
O60568	Q9NRZ5
Q9UGV2	Q9GZP4
A6NHQ4	Q13571
O14920	Q8N567
P01711	O95467
P80217	P45983
Q9H3M0	Q580R0
P02042	O75155
A4D2H0	Q9Y3D5
Q6UX52	O43781
Q9BUN1	Q8WVD5
Q13495	P06702
P05026	Q9H808
O76096	Q02763
Q8WW35	Q96NR7
Q2TBF2	Q9HD34
P31749	Q6T4R5
O60894	Q9UMX1
P56385	Q538Z0
P80075	P45378
Q96HI0	Q96PX8
Q9UDW3	Q10472
Q9HC38	A6NKK0
Q96R69	Q9H8Y5
Q6NXG1	Q9Y2Y0
Q8WUY1	O75815
Q96JQ0	P02647
Q7Z3Z4	Q96P50
Q9Y2X8	Q7Z5L3
Q96N23	Q8NA61
Q9Y2L5	P16422
O15172	P22303
Q8NH80	P57740
Q9HBH9	Q14184
Q9UKS6	Q9Y5Q3
P08913	Q92499
P78559	Q04912
C9J6K1	Q8IYU8
Q9Y646	P01598
P06307	Q9BZE0
Q9BZD6	Q8NGK2
Q8IYE1	O14735
Q8N511	Q6ZRI8
P28290	Q6ZN28
Q8N8Z6	Q96MT4
P49863	D6RGH6
P42898	Q8NFJ6
P20719	Q969E2
Q99584	O94992
Q8TE76	P13987
Q86WT1	Q6ZNG2
P26641	Q5HYW3
O15020	Q14185
Q04725	Q8WUA4
Q8NEY8	Q4G0W2
P54136	Q16206
Q8WXK4	Q15008
Q15269	Q6IF36
O75461	Q03692
Q9H0T7	Q13112
Q4AC99	P27708
P48443	O95714
Q9NYL2	A8MV23
Q8N165	O95470
Q15406	Q8WZ33
Q9HAW0	A6NDE4
O15318	O43615
P30455	P05015
P05538	P47895
O95873	Q6UXB0
P24855	Q7Z3J2
Q9H1Z8	Q9Y243
Q14525	Q5VT06
Q5TF39	Q8TDG4
Q494U1	Q58DX5
O95750	Q4VXF1
P13798	P81877
Q9H8Y8	P54886
P57086	Q07666
P0CZ20	Q12950
Q629K1	Q92839
A8MVJ9	Q5VU57
P0C0L4	Q9BSA9
Q13586	Q9NYG8
Q8IUA0	P13501
Q96LS8	Q00403
P11473	Q12769
P51809	Q9UM21
Q96M27	Q5T0T0
Q9UJA2	Q15415
A6NFA0	Q969E2
Q4KN68	Q7L8J4
Q9HBY0	P20908
Q7LFL8	Q75V66
Q6RFH5	P10073
Q9UGI8	Q7Z6W1
O43303	Q8WVE6
Q13868	Q7Z601
A8MWX3	O94973
Q9BWW9	Q86UX6
Q6UWM7	P0C860
O75558	Q86VS3
Q96DZ7	Q9BZ76
P04222	Q9HD43
Q9NYL2	A4D174
P58180	O75845
P17252	Q6YN16
Q8TDT2	Q9BTE6
Q9HD64	Q16629
Q9BZZ2	Q7L8A9
Q3MIS6	Q5XLA6
Q8TAG5	Q969S9
P49895	Q9H4F8
P16070	Q6ZNR0
Q86Y46	O15235
P46059	Q9UIK4
Q8TAX7	Q6PL45
O43861	O75600
Q8N398	Q01718
O43824	Q6ZMN8
Q9P1Y5	Q6P9F0
P21953	Q9Y247
Q96FT7	Q9NRW3
P54819	Q96FA7
Q9HAI6	Q6B0K9
O00254	Q96FV0
D6RBM5	P14651
P11274	Q6VMQ6
Q12891	Q6ZW35
A2RU37	Q69YN2
Q2MV58	Q99805
P13535	O43255
Q96PS1	Q86Y26
Q9H444	Q16821
O75023	Q92934
Q9UGK8	Q8TCE6
Q96DA0	Q3KNS1
Q6ZRR5	O43559
O95433	P0CW27
Q8NGQ6	P13693
Q8IZH2	Q9Y2T2
O00744	O95409
O95751	Q9Y342
O15145	Q9BZZ5
Q9Y4J8	P17658
O43541	Q96KN3
Q9HCL0	Q9UEY8
Q9Y2U9	Q5T280
Q9P255	P0C870
Q9UBX8	Q9H8S5
P23141	P49736
O75096	Q9UNL2
Q14088	O00743
Q8TAT6	Q9HB21
Q9NZB2	P55040
O75631	O43175
Q9Y2T1	Q6VB84
Q96M43	Q8WUB8
P53673	Q7Z340
P47901	Q9P2N4
Q7Z3I7	P41219
B3SHH9	Q96CN9
Q6S8J3	Q494U1
Q9UBR2	Q9P2Q2
Q5JTD7	P57775
O43315	Q9UBD5
Q96NC0	O95859
Q5TA89	Q9NS00
P82251	Q6UY01
P31275	Q8NHP6
Q8NA82	Q96RQ3
O15409	P27815
Q96MX6	Q8WY22
P15941	Q6UW02
Q15413	Q96C00
Q96M02	Q7RTV2
Q7Z2Z1	P01024
P53701	Q5SNT6
Q9H3F6	Q8NEY3
Q9BYJ1	P41252
P49703	O15105
Q4ZG55	Q76NI1
P49458	Q52LR7
Q969W8	Q712K3
Q92753	Q9BZ23
P0C5Y4	P07305
Q9H6B4	Q9BZW5
Q6ZV60	O00193
Q8WUX2	Q9BZM6
Q99547	Q5EG05
Q4FZB7	P53618
Q76M96	P48378
Q2TB18	Q96DV4
P01599	O60239
Q4AE62	Q2PZI1
Q9NZL4	O14813
Q6Q759	Q7Z3J2
Q86UP0	Q8N5T2
Q9Y265	P01011
Q86X02	O15467
O00585	P62875
P31948	Q75L30
Q96PS8	Q0P641
Q8TBB5	Q8N9N2
Q9UM63	Q6PJ21
Q9H8M5	Q9H426
Q8TBZ9	Q96A61
P07359	Q9NXL9
Q8N1A0	Q13332
O00182	A6NDN3
Q5JSS6	P0CG37
Q9NRD1	Q96EU7
Q9NVF9	P27144
A6NM03	P17844
P43360	O14810
P19835	Q15286
Q96GC5	Q7Z698
Q8WTT0	Q14643
Q8NCL4	Q8TDZ2
A6NKQ9	O60519
Q9HB14	Q86UG4
Q9UHW9	Q13126
Q9H1K4	P50225
P56749	P01737
Q8NH83	Q9UN72
Q16649	Q8NI28
O75881	Q96FL8
Q8IW41	Q9H320
A8MXV4	Q9P2U8
P01722	O75152
P49286	P02656
Q96RP9	A4D2H0
Q8N0Z6	Q9HBF4
Q8WVD5	Q8N5J2
A8MWA4	Q9NYH9
Q9BT88	Q9BQQ3
Q8N9B5	Q7RTR0
Q16566	Q96IX5
O76087	A2A2Z9
Q8NE71	Q96PC2
Q9NP55	Q96DN6
Q6UXI9	O75534
O15197	Q7Z2Z2
Q8IXS2	P0C5W0
P40617	P03897
Q8IUD6	A8MXV6
Q86SJ2	Q14781
Q9UBX3	Q3ZCU0
Q9C0C4	O75943
Q96M32	Q8IZ16
Q9H2J4	O75912
Q9UBF8	Q6NTE8
Q96Q80	Q9BXC9
P40205	Q9UEU5
Q7Z4Q2	Q5T4D3
Q6PL45	Q86XS8
P61568	Q5VV16
Q9Y6I3	Q99584
Q13404	Q8IV45
Q15743	B3EWG3
P06454	Q14028
Q9UBD5	P50570
P33316	Q68CZ2
Q7RTU5	Q5VZ66
Q5T1A1	P28908
Q16270	O95759
Q86U90	O43298
Q8NI22	Q07812
P05120	Q96AZ6
Q96EU6	Q68CP4
A1L4Q6	Q9HCJ1
Q9NTG1	Q9UK32
A6NNS2	Q53EQ6
Q9Y5U5	Q96NU1
Q14982	Q4U2R8
P0CW21	Q9H1E3
Q5JTB6	Q6ZSG2
O43511	O15037
P25103	Q2QGD7
Q8NE86	Q5SQQ9
Q9Y5I7	Q5VVP1
Q8IXX5	Q8NFJ5
A0AVF1	Q0VD86
A2A2V5	Q96DZ7
Q8NEX9	Q8NGD0
Q9NRX3	P49354
Q969T9	Q13239
P00540	Q8N9Y4
Q96S16	Q8NDV1
Q13319	Q9UC06
Q9NWF4	P35626
Q9Y3B8	Q9NPR2
Q0IIM8	Q96M02
Q12864	Q9HAU6
Q14296	Q9BZK3
Q86WS4	P78540
Q8NGE5	O95870
Q4KMQ1	P04432
Q86UB2	A4FU49
O75191	Q9NPJ3
P35030	C9J6K1
Q504U0	P01574
Q8N8D9	P35237
Q8N9Y4	Q8NDZ2
Q8NAU1	Q96R06
Q70Z53	Q14568
P0C5Y4	Q1AE95
Q8IUH5	P63313
P05114	P10911
P62906	Q9H2C2
Q13011	P51800
Q5SW79	O94832
Q96D05	Q9UK39
Q9H1R3	Q2VPJ9
Q9H8P0	P23327
Q8TAT5	O60683
Q8NCF0	O00410
Q9BZW7	Q8NGZ4
Q92581	Q6UWJ8
Q08AG5	Q13107
Q9NY46	P61803
Q9H2I8	P08603
Q9Y5H0	O75952
Q70EL2	A6NCS6
A8MYU2	Q8TAF5
Q9Y4F3	P49959
O15069	Q969G9
Q99707	P18583
P05231	Q8TDG2
Q8NH05	Q9BUN8
A8MU93	P15173
Q96MM7	P60507
Q6ZUL3	Q9H7Z7
Q9UII2	Q9GZQ8
P11086	Q8NHS4
A0PJY2	Q9GZT6
P23458	Q6WBX8
Q6PCB6	Q8TAA3
Q8N1D0	P17023
O43861	Q15181
Q14376	Q8N628
Q8IWZ4	Q6W4X9
Q99558	P86481
P10827	Q9Y3Z3
P16150	P05019
P36544	P60321
Q9UNY5	Q8N4L1
Q8IZ73	Q9H7B7
O95365	Q86TZ1
Q9BYV6	Q9H792
Q8TAE7	P10914
Q16445	Q5JXA9
Q9H765	Q17RM4
Q9NT99	Q9P2W9
Q8N4S0	Q12794
Q07837	O14511
Q6ZMI0	Q9HBE4
Q9BRB3	Q6ZMG9
Q9NRD9	P30559
Q6ZW05	Q14671
Q16612	Q92547
C9JCN9	P17980
Q8NGC1	Q8N4Q1
A4FU28	Q14953
A6NJZ7	O95630
Q969T4	Q9UHT4
Q16799	P02533
Q49AS3	Q9UBM4
Q8IY92	Q9Y2Q3
Q02221	Q9H2P0
Q8WUU5	Q6ZW35
Q9H1K6	P68104
Q9BRP7	P24386
P33908	P19404
Q9Y2L6	Q14162
Q96EP9	O00203
Q9H175	Q8NHX4
Q8WUQ7	Q12830
P37108	Q9NPH9
Q9NYN1	P52739
Q8IZ81	Q6UWW8
Q5R3K3	Q6DKK2
Q9H221	P01569
P60509	Q5VVB8
Q7Z601	O00222
Q7L311	Q9Y2S2
Q96F25	O75324
P48995	Q8WYQ5
Q6ZRP0	O60812
O60260	O00584
Q3ZCW2	O14907
P60896	P36405
P40926	Q86TG7
P01308	Q9BVL4
O75223	Q96FS4
P51993	Q8NG48
P58182	A8MYB1
P48443	Q0VDI3
P25105	O95361
Q8IZP2	Q8IWR0
A8MW99	Q7Z3D6
P62304	Q96QZ0
O75290	Q9H9B4
Q9Y375	Q5JUK9
P13196	Q13901
Q14409	Q7Z3B4
P0CG33	Q9UBC5
Q9GZV5	Q9NXC2
Q9BQE4	Q8NH50
Q9H9P2	Q7Z4L9
